Firm,date,employee_title,location,review_title,pros,cons
Google,"Apr 7, 2020 ", Accountant,"Sunnyvale, CA",Great workplace all-around,"The perks (free food, employee discounts, fun work activities); talented and responsible coworkers; established processes and right levels of responsibility; good work-life balance; best workplace I've ever experienced!
","Reluctance to hire full-time employees for teams and high use of contractors instead; PTO policy (only 15 days to start, and you accrue more days in year 3)
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Apr 7, 2020 ", Technical Recruiter,"New York, NY","Great Benefits, Mediocre Management","Benefits and work environment were outstanding,
","Paths to advancement were unclear and ambiguous at best.
Didn't always feel like management had your back
1 person found this review helpful
Helpful
Share
Repor"
Google,"Apr 6, 2020 ", Senior Analyst,"San Francisco, CA",Sr Analyst,"Good Salary and Benefits.
","Nothing major to report about company.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Apr 5, 2020 ", Associate Director,"New York, NY",Nice comp,"Great to work with this
","No cons in this compant
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Apr 4, 2020 ", Associate Account Strategist,"Ann Arbor, MI",Good,"Good company 
Great Benefits
Lots of perks
","Stressful Job
Lack of Concrete Resources
Constant Change
Lack of Consistency
4 people found this review helpful
Helpful
Share
Repor"
Google,"Apr 4, 2020 ", Account Strategist,"New York, NY",Great company,"Great peer, Good learning, Nice benefits
","Long hours, Can be repetitive
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Apr 3, 2020 ", Data Analyst,"Mountain View, CA",Ok,"Gym and workout classes are great.
","Commute is very bad and can take hours to get to and from work.
2 people found this review helpful
Helpful
Share
Repor"
Google,"Apr 2, 2020 ", Account Representative,"San Francisco, CA",Large Client Services Account Representative,"Great benefits, pay, and work culture. Great quality of life. Lots of mobility within the company.
","It can be easy to move around the company but difficult to move up depending on your role
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 31, 2020 ", Product Manager,"San Francisco, CA",Bloated with politics,"Great perks like free food, manageable hours.
","Sheer number of politics that goes on - some people have been around very long, are insucure, and therefor protective and tertritorial. Not good for innovation or moving the needle forward. 

Also, hard to transfer job ladders if you want to go for example Program Manager to Product. It's all about the internal interviews which are just as hard as external.
2 people found this review helpful
Helpful
Share
Repor"
Google,"Mar 31, 2020 ", Account Manager,"Cambridge, MA","Great, supportive environment to grow","Challenging, Growth mindset, Development, Supportive,
","Difficult to get promoted, can be political at times
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 30, 2020 ", Program Manager,"Santa Clara, CA","Still a great company, though less flexible than before","Great benefits, despite some cutbacks in recent years. The company is still full of wonderful people, and builds some amazing things.
","Management changes in the last few years have lead to serious cultural shifts. Many of the benefits remain, but in many ways Google is becoming more of a traditional big company.
1 person found this review helpful
Helpful
Share
Repor"
Google,"Mar 29, 2020 ", Recruiter,"New York, NY",Great company to recruit for,"Great perks and free food
","Constantly moving around to different client groups
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 27, 2020 ", Data Scientist,"New York, NY","Great Company, truly cares about employee","great perks, benefits and work life balance, coworkers are kind and smart
","promotion can be slow, too much ambiguity, need to have a lot initiatives and to push through by yourself
"
Google,"Mar 27, 2020 ", User Experience Researcher,"Mountain View, CA",Great for building your career,"Excellent PTO, retirement 401K plan, stocks, salary
","You can work overtime frequently
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 25, 2020 ", Statistical Programmer,"Garland, TX",Statistical Programmer,"Very fun place to work with
","stock options no longer as good after the market crash
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 25, 2020 ", California,"Mountain View, CA",Great place though getting too big!,"Great place fun culture & people
","Getting too big distractions management
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 24, 2020 ", Software Engineer,"New York, NY",Good company overall,"Good company overall
1) Always have new stuffs to learn, if you are willing to and want to be busy.
2) Talented and helpful coworkers, if you meet the right people.
3) Opportunities to work on some high impact projects, if you are in the right team at right time.
","1) Some office politics as the company is growing so rapidly.
2) Some googlers can be difficult to work with, like ratnikov.
3) Google's attempts to branch out of its comfort zone of advertising has been uncesseful since Google glasses now to cloud.
"
Google,"Mar 23, 2020 ", Senior Software Engineer,"Mountain View, CA",Great,"Food, pay, insurance, management, people
","Size, high cost of living
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 23, 2020 ", Director,"San Francisco, CA",Great if you're looking for a huge company,"perks, comfort, consistency, pay, diversity of opportunities
","hierarchy, politics, risk aversion, consensus based decision making, slow movement
1 person found this review helpful
Helpful
Share
Repor"
Google,"Mar 22, 2020 ", Data Scientist,"Austin, TX",Google Review,"Smart people, friendly atmosphere, employee perks
","Food wasn't great, not much
1 person found this review helpful
Helpful
Share
Repor"
Google,"Mar 21, 2020 ", Senior Content Strategist,"New York, NY",Thought I'd be with this company forever,"*You learn so much - from how to communicate, establish processes, etc
*It's easy to connect with other teams, expand your role if you want to
*Generally flexible with WFH and any personal situations
","*You could be laid off at any moment
*The use of contract workers is terrible
2 people found this review helpful
Helpful
Share
Repor"
Google,"Mar 20, 2020 ", Data Analyst,"San Jose, CA",Great Company,"Incredible work culture. Everyone around you is insightful and great.
","None. This place is the bees knees
"
Google,"Mar 19, 2020 ", Software Development Engineer,"Seattle, WA",Good environment,"Positive work environment, lots of room for growth.
","Can be lots of pressure from management at times.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 19, 2020 ", SWE,"San Francisco, CA",Great,"Great benefits and pay
","Nothing really to complain about
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 18, 2020 ", Software Engineer,"Mountain View, CA",Still one of the best places to work.,"So many technical talented people.
","Getting more political over time.
"
Google,"Mar 18, 2020 ", Account Manager,"Mountain View, CA",Working At Google,"Amazing Perks, Incredible people, great resume builder
","Hard to get Promoted // differentiate yourself.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 17, 2020 ", Developer,"San Francisco, CA",good,"Google has good work culture
","No cons has been found
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 16, 2020 ", Marketing Manager,"Los Angeles, CA",great atmosphere,"great company with open leadership
","none to speak of great work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 16, 2020 ",Anonymous,"Mountain View, CA",Great place to work,"Good salary
Great people
Good perks, food, equipment
","I can't think of any
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 15, 2020 ", Content Editor,"Mountain View, CA",nice perks!,"food, gym, and relaxing env
","slow paced, sometime too slow
"
Google,"Mar 14, 2020 ", Staff Software Engineer,"Mountain View, CA",an amazing company to work for,"an amazing company to work for
","switching companies after getting used to all the perks is hard
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 14, 2020 ", Staff Designer,"San Francisco, CA",great place to grow,"Mostly smart people, great perks.
","The culture changed a lot once they grew past 50k people.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 14, 2020 ", Senior Software Engineer,"New York, NY",Great expirience,"Work conditions. Interesting projects. Great team.
","No Parking. A lot of stress. Gain weight.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 13, 2020 ", Partner Operations Manager,"Los Angeles, CA",The best company to work at!,"Working with the best of the best, independence, flexibility
","Can be difficult to move up within the company
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 12, 2020 ", Account Executive,"San Francisco, CA","Great Benefits, Good People, Massive Company","Amazing benefits and food, big impact in the right role
","Too big for my taste, feels like you're a number, trying to move boulders
"
Google,"Mar 12, 2020 ", Sales Operations Analyst,"Mountain View, CA",Great company to work with,"Great benefit, they cares care of you
","Internal mobility not that easy
"
Google,"Mar 12, 2020 ", Senior Data Analyst,"New York, NY",Great time,"Awesome work environment and culture
","Long hours and lots of work
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 12, 2020 ", Quality Assurance Manager,"Mountain View, CA",Not utopia but better than a lot,"They take really good care of the employees. You'll work with some smart and passionate people. I grew a lot in my time there.
","Like in any business there will always be people who are not great and can chip away at culture.
"
Google,"Mar 11, 2020 ", Strategic Partner Lead,"Los Angeles, CA",Very good employer,"Very competitive salary
Interesting roles 
Smart people to work with and learn from
","Career opportunity above Mid and senior management more and more limited.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 10, 2020 ", Hardware Engineer,"New York, NY",Okay,"It was okay, good perks
","meh, kind of boring stuff
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 10, 2020 ", Software Development Engineer,"San Jose, CA",so-so,"lots of flexibility in schedule
","lack of management structure in company
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 9, 2020 ", HTML Developer,"Atlanta, GA","I know Google is the biggest search engine, since my childhood have promise to work with google","To show what i can really do to the world
","The company work at dont pay me well
"
Google,"Mar 9, 2020 ", Senior Technical Writer,"Mountain View, CA",Great place for tech writers with tech skills,"autonomy, growth, great coworkers, interesting projects, work-life balance, perks
","large workload requires prioritization and self management skills, must have technical chops to keep up with engineers
"
Google,"Mar 9, 2020 ", Senior Web Developer,"Los Angeles, CA",Good work culture,"Two words flexibility and ease of work
","Not so much to say about cons
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 8, 2020 ", User Experience,"Mountain View, CA",Gone downhill,"Good benefits, interaction with smart co-workers, freedom to work on projects that interest you.
","If you get a bad manager or toxic team, watch out. No one will help. When you speak up, the gaslighting and retaliation begin. 

What you've read in the press is true, and doesn't just affect activists (although they bear the brunt of it.) It affects anyone in a toxic team. Employee satisfaction surveys are a joke. Managers who get the lowest scores possible are still promoted. 

Google used to be a welcoming place to work. Now that's just a superficial image with massive problems brushed under the carpet. Everyone I know is burnt out and looking to get away.
"
Google,"Mar 7, 2020 ", Senior Software Engineer,"Mountain View, CA",Poor management outweighs the perks,"1) Food and gyms.
2) Great infrastructure to do incredible things fast.
3) Certain colleagues are incredibly smart and talented.
","1) Work life balance, i.e. none.
2) Terrible bosses, some using intimidation and public humiliation to get their way, others completely overwhelmed by the difference between being a former IC and being a manager.
3) Lots of infighting and politics getting not only in the way of your well-being but more importantly in the way of projects.
"
Google,"Mar 7, 2020 ", Senior Software Engineer,"Mountain View, CA",Poor management outweighs the perks,"1) Food and gyms.
2) Great infrastructure to do incredible things fast.
3) Certain colleagues are incredibly smart and talented.
","1) Work life balance, i.e. none.
2) Terrible bosses, some using intimidation and public humiliation to get their way, others completely overwhelmed by the difference between being a former IC and being a manager.
3) Lots of infighting and politics getting not only in the way of your well-being but more importantly in the way of projects.
"
Google,"Mar 7, 2020 ", Senior Software Engineer,"Mountain View, CA",One of the best,"Best job I've ever had
","I can't think of any cons.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 7, 2020 ", Project Manager,"Los Angeles, CA",Great,"Perks. Food. Pay. Can’t think of snuffing else
","Work, can’t think of anything else
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 6, 2020 ", Senior Site Reliability Engineer,"Sunnyvale, CA",its google.,"Everything you would expect working at google.
","Long commute if you want a decent house, with good schools and you have a family.
"
Google,"Mar 6, 2020 ", Software Engineer,"Austin, TX",Great workplace,"Great workplace, great perks, can't complain
","None None None None None
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 5, 2020 ", Photographer,"New York, NY",Photography to Explore the World,"No pressure of work on employers, a scope of creativity
","explore the unknown and repersent
"
Google,"Mar 3, 2020 ", Software Engineer,"Mountain View, CA",SDE L3,"amazing perks, good culture fit
","Hiring process leaves a to be desired
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 3, 2020 ", Software Engineer,"San Jose, CA",Big company and good benefits,"Technology-leading company and employees can get ad-hoc news if you work here
","Very competitive if you want to promote but very relax if you enjoy you current situation.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 3, 2020 ", Business Systems Analyst,"Mountain View, CA",Come to Google!,"Great culture, fun place to work
","lots of hours working including weekends
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 3, 2020 ", Senior Interaction Designer,"San Bruno, CA",Great job!,"Design and build product that impact nearly everyone in the world!
","Company has gotten larger and it takes longer to get things out the door.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 2, 2020 ", Program Manager,"Boulder, CO",Google Boulder is the place to be!,"Unlike previous tech companies I have worked for, I rarely feel overworked at Google. Managers and team mates are respectful of work-life balance and even promote flexible work hours. The colleagues that I work with are all such nice people and I attribute that to the emphasis that the company puts on only hiring people that are Googley and how performance is partially measured on how well you work with others to accomplish a goal. Google Boulder in particular is fantastic with new office facilities, high quality (free) food, and a laid-back office atmosphere.
","Compared to my previous employers, the purse strings at Google are extremely tight when it comes to T&E. Many teams only have the budget to see their non-colocated managers and co-workers face-to-face one a year, which is a real shame and can be a huge productivity hindrance. This does not seem to be getting better YoY.
2 people found this review helpful
Helpful
Share
Repor"
Google,"Mar 2, 2020 ", Staff Software Engineer,"Mountain View, CA","Nice people, culture is fading","Smart people, nice perks, great offices.
","Feels really big, management is pursuing short term profits over long term vision.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 2, 2020 ", Global Product Lead,"San Francisco, CA",Great place to grow at the start of your career,"Amazing caliber of people, lots of training, opportunities to travel & live internationally
","Gets very competitive at the top levels but that makes sense bc Google attracts top talent
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 2, 2020 ", Staff Software Engineer,"Mountain View, CA","Nice people, culture is fading","Smart people, nice perks, great offices.
","Feels really big, management is pursuing short term profits over long term vision.
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 2, 2020 ", Global Product Lead,"San Francisco, CA",Great place to grow at the start of your career,"Amazing caliber of people, lots of training, opportunities to travel & live internationally
","Gets very competitive at the top levels but that makes sense bc Google attracts top talent
Be the first to find this review helpful
Helpful
Share
Repor"
Google,"Mar 1, 2020 ", Recruiter,"Austin, TX",Best company in tech,"Amazing job opportunities, flexible work/life balance, culture
","Difficult to consistently work remote, difficulty transferring
2 people found this review helpful
Helpful
Share
Repor"
Apple,"Aug 31, 2020 ", Apple Genius,"Columbia, MD",great,"fun ppl and exciting work days
","hours for retail sucks fr
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 31, 2020 ", Product Specialist,"Arlington, VA",Appl product specialist,"Easy paced
Customer interactions
Technology based
Fun to work in
Frequent breaks
","Pressure to sell apple care
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 31, 2020 ", Senior Engineering Manager,"Santa Clara, CA","Sell your soul, because you might as well.","Infinite complex work, never-ending series of problems to solve, never bored. Great for the under achiever types, because you'll never actually finish anything.
","Sell your soul, it's the American way.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 30, 2020 ", Business Analyst,"New York, NY",Business expert,"Cool people and decent benefits
","Never promoted women in the business field
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 30, 2020 ", Apple Genius Administrator,"Fort Lauderdale, FL",Love it,"Best retail company to work for
","The job is in retail
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 30, 2020 ", Senior Software Engineer,"Mountain View, CA",Great,"It's very awesome, indeed it is.
","Long hours are very long indeed.
"
Apple,"Aug 29, 2020 ", Apple AHA,"Austin, TX",amazing,"flexible schedule great starting pay many perks diverse environment
","long training process it is full time for two months
Continue reading
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 29, 2020 ", Bobcat Operator,"Bob, LA",Good,"Great at everything yeah oh yah
","nothing at all really nothing
"
Apple,"Aug 29, 2020 ", Project Manager,"San Francisco, CA",Good,"It was pretty good time and staff was great.
","Nothing that I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 29, 2020 ", Technical Expert,"Bethesda, MD","Diverse, supportive, fun!","Get to work with a lot of different people with different interests/expertises, healthy work life balance, discounts on stocks & other benefits
","Expect a day to be kind of draining, it is BUSY. There will be moments your patience is tested by both customers & other employees,
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 29, 2020 ", Business Analyst,"Cupertino, CA",Awesome,"Highly innovative and constant challenges
","None that I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 28, 2020 ", Specialist,"Grand Rapids, MI",Great Company to Work For,"Work with some of the best people I've ever met. Inclusive, Diverse staff.
","Work/Life balance, long hours around holidays/launches
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 28, 2020 ", Specialist,"New York, NY",great,"Everything is as amazing as can be.
","work life balance, pay, and managers
"
Apple,"Aug 27, 2020 ", Apple At Home Advisor,"Los Angeles, CA",At Home Advisory isn't for everyone,"It's not the best line of work
","At Home Advisory isn't for everyone
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 27, 2020 ", Technical Expert,"Seattle, WA",Great job for foot in the door,"Easy to move up and wonderful benefits
","Stressful environment depending on store and poor communication upon leaders
"
Apple,"Aug 27, 2020 ", Intern,"San Francisco, CA",Virtual Intern,"Big company with a good reputation and resources
","There is some nepotism, lack of clear communication
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 27, 2020 ", T2 Advisor,"Portland, ME",Great job.,"Co-workers are all very nice people, interesting cases, lots of benefits.
","Intense workflow, some days can leave you completely fatigued.
Continue reading
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 27, 2020 ", Call Center Representative,"San Antonio, TX",Rigorous Training,"Pay, Good Training, Flexible schedule
","Customers, Shift Bids, a little different than most call centers
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 27, 2020 ", Vendor Manager,"Sacramento, CA",Results may vary,"Great company with good salary and benefits
","Poor people management from outside hires.
"
Apple,"Aug 26, 2020 ", Apple Retail Specialist,"Salt Lake City, UT",Great stepping stone to career,"Great team of managers and coworkers
","Customers can be awful at times. Luckily leadership is there to back you up
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 26, 2020 ", Apple Retail Specialist,"Edison, NJ",Great Part-time for College Student,"Great Experience! Learned a lot from customer sales and service perspective
","No commission! No room for promotion! Target driven!
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 26, 2020 ", Retail Leadership Program,"Atlanta, GA",Great Place to Start a Career,"- People - Culture - Career Development - Benefits (ESPP, Healthcare, etc)
","- Retail Pay - Not a great bridge between corporate and retail - Don't transition enough retail employees to corporate
Continue reading
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 26, 2020 ", Technical Specialist,"Durham, NC",Great Place to work!,"Loved the work environment and being able to learn the functions of each product. Great hours and Pay!
","No cons to provide for this job
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 26, 2020 ", Technical Expert,"Houston, TX",troubleshoot devices,"the understanding from the management team
","Not a lot against the company at all
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 26, 2020 ", Product Designer,"San Francisco, CA","Great mission, but lack of transparency proves difficult.","Passion to protect the privacy of users, dedication to environment, extreme detail and focus in designs.
","Lack of transparency within company surrounding company roadmap, difficulty/politics related to employee growth and development.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 26, 2020 ", Software Engineer,"New York, NY",Love working here,"Great pay and work environment.
","Can be challenging and demanding.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", Project Manager,"Palo Alto, CA",great,"great work environment in california
","a lot of work that seems difficult
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", Sales Specialist,"Pittsburgh, PA",Best company,"Amazing place to work at
","None there are bad things
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", T2 Tech Support Senior Specialist,"North Las Vegas, NV",Always fluctuating,"Help people with apple devices.
","Always more work added with no more compensation tion
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", Platform Architect,"Cupertino, CA",come be a cog in a great machine!,"feel great pride in seeing your creations in people's hands good compensation job security opportunities for advancement work with high quality engineers
","work in a silo focus on execution with little room for exploration and experimentation learn what's going on at the company by reading Appleinsider.com and Macrumors.com you become very specialized and lose skills outside your narrow job duties you become anonymous and few people outside your team know who you are or what you've accomplished
Continue reading
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", Apple At Home Advisor,"Athens, GA",Good college job,"Good training to get you ready to take calls
","Not flexible about schedules and you don’t get to put in preferences for what days you would like to work. It is all randomly assigned.
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", Producer,"Los Angeles, CA",Good,"Structure and stock packages / bonuses
","Not as progressive as other tech companies
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", Specialist,"Colorado Springs, CO",Best job I have ever had or thought to have,"There is a lot of room for personal and work growth
","A lot of employees some days
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", Sales Associate,"Schaumburg, IL",Great place to work,"Some of the best reasons to work at Apple
","Share some of the wort reasons
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", Founder,"New York, NY",Dope company,"Lovely people and more lovely people.
","Nothing I can think of right now.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 25, 2020 ", Tier I IOS Advisor,"Lexington-Fayette, KY",Challenging but Rewarding,"Great sense of community, strong support network
","Dealing with angry customers over the phone is hard no matter who you work for
Continue reading
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 24, 2020 ", Audio Hardware Engineer,"Cupertino, CA",Fantastic company full of brilliant people,"Good pay, good benefits, excellent job security, endless resources
","Sometimes a heavy work load
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 24, 2020 ", Apple Specialist (Sales),"Pittsburgh, PA",Apple Specialist Income,"Benefits, team members, hours, holiday pay
","Hard to grow with company
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 24, 2020 ", Apple Retail Specialist,"New York, NY",Great place to work,"Your colleagues will be the best people to work with and make working at Apple awesome
","It can be stressful at times during launch for new products but still pretty fun
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 24, 2020 ", Applications Developer,"New York, NY",perfect,"every body like this. its good.
","nothing. its very perfect and professional
"
Apple,"Aug 23, 2020 ", Technical Specialist,"Atlanta, GA",Awesome Job!,"Great part-time position for student
","Challenging and fast paced work environment at times
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 22, 2020 ", Technician,"Walnut Creek, CA",apple,"pay is competitive love it
","pay is less than average
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 22, 2020 ", Software Engineer,"Santa Clara, CA",Great,"Love working for them and all the benefits
","It’s a very big company.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 21, 2020 ",Anonymous,"San Jose, CA",none,"pretty good hahahaha i know
","pretty aight company to work for
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 21, 2020 ", Senior Software Engineer,"San Francisco, CA",Fantastic Company to take off in your career,"Social Atmosphere is beyond amazing
","A number of cut throat people
"
Apple,"Aug 21, 2020 ", IOS Technical Support Advisor,"Louisville, KY",Terrible atmosphere,"None stay away they are not good
","Everything. Managers suck very bad
"
Apple,"Aug 21, 2020 ", Specialist,"New York, NY",Its okay,"Good health benefits, and internship opportunities
","Customer service can be extremely detrimental to mental health.
Continue reading
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Aug 20, 2020 ", Tech Specialist,"Cupertino, CA",Great company,"Work environment, company culture, pay
","Retail, hours, customers are rude
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 20, 2020 ", Technical Specialist,"Paramus, NJ",Great job but not much growth,"Great pay for a retail job
","Not much growth, all about the sales
"
Apple,"Aug 20, 2020 ", Technician,"Da Costa, NJ",Good,"It was alright but felt okay
","It was boring at times you know
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 20, 2020 ", Product Zone Specialist,"Seattle, WA","Great benefits, but not worth the toxic culture","Great benefits - discounts, healthcare for both full time and part time employees.
","Impossible to get promoted. Even applying to new roles has to be approved by multiple managers. 
No formalized expectations of how to move to different roles. 
Expectation of doing work outside of your job title without change of role or increase in pay.
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Aug 20, 2020 ", Job Coach,"Palo Alto, CA",Great place to work,"really great eplace to world
","not that i can thik of
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 20, 2020 ", Technical Team Manager,"Dallas, TX","Excellent employer, however culture was degrading","Excellent employer, great pay, amazing benefits with low deductible. Training staff and process is incredible. I absolutely loved my time with Apple and they gave me an amazing opportunity to grow myself both personally and professionally.
","Degraded culture, little managerial discretion, entry-level employees get away with absenteeism and poor ethical performance. However much of this is due to the large size of the company and court rulings that favor poor performing employees because ""Apple is so big is can take the hit when an employee calls out repeatedly"" however what they fail to realize is that when 20% of the staff is calling out repeatedly, it impacts the customer experience and makes managing attendance a nightmare. Additionally, there is very little growth that has been occurring at Apple for the last 3-4 for years. Some entry level employees that have completed apprenticeships and proven they are managerial material have had little to no opportunities as there have been no openings.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 19, 2020 ", Product Specialist,"Miami Beach, FL",Great company!,"Great benefits! Great flexibility for learning opportunities
","Sometimes to make any sort of movement within the company takes a longer than necessary.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 18, 2020 ", Senior Engineering Manager,"Cupertino, CA",The greatest company in the world,"Laser focus on what matters - product quality and customer experience
Amazing talent and passionate coworkers
Strong culture that is socially responsible
Great benefits and decent pay
","work life balance is off at times
Not all groups the same, and some groups can be tough to work with
"
Apple,"Aug 18, 2020 ", MQE,"Cupertino, CA",MQE Review,"the work is very interesting
","there is always a lot of work
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 18, 2020 ", Specialist,"Atlanta, GA",It’s ok,"Pay, schedule, flexibility, management , ease
","Work life balance is off
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 17, 2020 ", Support,"Atlanta, GA",support,"Work from home was flexible
","Can get lonely because working on home
"
Apple,"Aug 17, 2020 ", Software Developer,"Austin, TX",Great place,"Great people to work with
","Can get stuck in a promotion rut
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Aug 17, 2020 ", Engineering Manager,"Cupertino, CA","Good Company, But Need Better Pay","Benefits, Pay is ok, stability of company is solid
","Long hours, low pay raises as well as low ratings instead of paying what employees are worth based on their hard work.
"
Apple,"Aug 16, 2020 ", Technical Program Manager,"San Jose, CA",Too much corporate communications,"Great stock price and benefits
","Too much silo mentality. Not easy to network.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 16, 2020 ", Technical Specliast,"Costa Mesa, CA",Great part time job through college and can make it a career if you like retail,"Great family culture amongst team members and staff.
","The constant hustle since working retail and the typical office politics amongts management.
"
Apple,"Aug 15, 2020 ",Anonymous,"Washington, DC", Review,"Great place to work. Learned a lot of easy transferable skills.
","Nothing too bad but constant change in management
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 13, 2020 ",Anonymous,"Culver City, CA",Apple Experince,"good company but was boring
","really no that fun, not interesting
"
Apple,"Aug 13, 2020 ", Devops Engineer,"Sunnyvale, CA",peon,"great company they will provide you with great tools
","you are so far from the leaders, just working a ticket queue
"
Apple,"Aug 13, 2020 ", Computer Engineerer,"New York, NY",great,"smart people and great place
","too much work load and stressful
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 13, 2020 ", Apple Software Engineer,"Cupertino, CA",Great place to work,"You'll learn a lot as you will be surrounded by a lot of smart people. Come with a good attitude and you'll grow both as a person and a engineer
","Teams are quite isolated. Also, there are smart people everywhere so high likelihood people will go off and figure out things on their own/make their own stuff.
Continue reading
Be the first to find this review helpful
Helpful
Share
Repor"
